SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Stretch,1-Stretch,204.760,48.017,9.654,4.008
Stretch,1-Stretch,204.960,48.094,9.731,4.108
Stretch,1-Stretch,205.160,48.17,9.807,4.108
Stretch,1-Stretch,205.360,48.247,9.884,4.108
Stretch,1-Stretch,205.560,48.324,9.961,4.307
Stretch,1-Stretch,205.760,48.401,10.038,4.506
Stretch,1-Stretch,205.960,48.478,10.115,4.307
Stretch,1-Stretch,206.160,48.555,10.192,4.705
Stretch,1-Stretch,206.360,48.632,10.269,4.506
Stretch,1-Stretch,206.560,48.709,10.346,4.406
Stretch,1-Stretch,206.760,48.786,10.423,4.705
Stretch,1-Stretch,206.960,48.862,10.499,4.605
Stretch,1-Stretch,207.160,48.939,10.576,4.705
Stretch,1-Stretch,207.360,49.016,10.653,4.804
Stretch,1-Stretch,207.560,49.093,10.73,4.804
Stretch,1-Stretch,207.760,49.17,10.807,4.804
Stretch,1-Stretch,207.960,49.247,10.884,4.804
Stretch,1-Stretch,208.160,49.324,10.961,4.804
Stretch,1-Stretch,208.360,49.4,11.037,4.904
Stretch,1-Stretch,208.560,49.478,11.115,4.904
Stretch,1-Stretch,208.760,49.554,11.191,5.402
Stretch,1-Stretch,208.960,49.631,11.268,5.302
Stretch,1-Stretch,209.160,49.708,11.345,5.103
Stretch,1-Stretch,209.360,49.785,11.422,5.501
Stretch,1-Stretch,209.560,49.862,11.499,5.302
Stretch,1-Stretch,209.760,49.939,11.576,5.302
Stretch,1-Stretch,209.960,50.015,11.652,5.501
Stretch,1-Stretch,210.160,50.093,11.73,5.302
Stretch,1-Stretch,210.360,50.169,11.806,5.501
Stretch,1-Stretch,210.560,50.246,11.883,5.601
Stretch,1-Stretch,210.760,50.323,11.96,5.501
Stretch,1-Stretch,210.960,50.4,12.037,5.601
Stretch,1-Stretch,211.160,50.477,12.114,5.601
Stretch,1-Stretch,211.360,50.554,12.191,5.601
Stretch,1-Stretch,211.560,50.631,12.268,5.601
Stretch,1-Stretch,211.760,50.708,12.345,5.601
Stretch,1-Stretch,211.960,50.784,12.421,5.601
Stretch,1-Stretch,212.160,50.862,12.499,6.198
Stretch,1-Stretch,212.360,50.938,12.575,5.899
Stretch,1-Stretch,212.560,51.015,12.652,6.198
Stretch,1-Stretch,212.760,51.092,12.729,6.099
Stretch,1-Stretch,212.960,51.169,12.806,5.899
Stretch,1-Stretch,213.160,51.246,12.883,6.099
Stretch,1-Stretch,213.360,51.323,12.96,5.800
Stretch,1-Stretch,213.560,51.399,13.036,5.899
Stretch,1-Stretch,213.760,51.476,13.113,5.899
Stretch,1-Stretch,213.960,51.553,13.19,5.999
Stretch,1-Stretch,214.160,51.63,13.267,5.899
Stretch,1-Stretch,214.360,51.707,13.344,5.800
Stretch,1-Stretch,214.560,51.784,13.421,5.899
Stretch,1-Stretch,214.760,51.861,13.498,5.700
Stretch,1-Stretch,214.960,51.938,13.575,5.899
Stretch,1-Stretch,215.160,52.015,13.652,5.800
Stretch,1-Stretch,215.360,52.091,13.728,5.800
Stretch,1-Stretch,215.560,52.168,13.805,5.999
Stretch,1-Stretch,215.760,52.245,13.882,5.700
Stretch,1-Stretch,215.960,52.322,13.959,5.999
Stretch,1-Stretch,216.160,52.399,14.036,5.999
Stretch,1-Stretch,216.360,52.476,14.113,6.099
Stretch,1-Stretch,216.560,52.553,14.19,6.397
Stretch,1-Stretch,216.760,52.63,14.267,6.397
Stretch,1-Stretch,216.960,52.707,14.344,6.397
Stretch,1-Stretch,217.160,52.784,14.421,6.397
Stretch,1-Stretch,217.360,52.86,14.497,6.397
Stretch,1-Stretch,217.560,52.937,14.574,6.397
Stretch,1-Stretch,217.760,53.014,14.651,6.397
Stretch,1-Stretch,217.960,53.091,14.728,6.397
Stretch,1-Stretch,218.160,53.168,14.805,6.397
Stretch,1-Stretch,218.360,53.245,14.882,6.397
Stretch,1-Stretch,218.560,53.321,14.958,6.397
Stretch,1-Stretch,218.760,53.399,15.036,6.596
Stretch,1-Stretch,218.960,53.475,15.112,6.397
Stretch,1-Stretch,219.160,53.552,15.189,6.497
Stretch,1-Stretch,219.360,53.629,15.266,6.596
Stretch,1-Stretch,219.560,53.706,15.343,6.397
Stretch,1-Stretch,219.760,53.783,15.42,6.696
Stretch,1-Stretch,219.960,53.86,15.497,6.497
Stretch,1-Stretch,220.160,53.937,15.574,6.497
Stretch,1-Stretch,220.360,54.014,15.651,6.696
Stretch,1-Stretch,220.560,54.09,15.727,6.397
Stretch,1-Stretch,220.760,54.168,15.805,6.596
Stretch,1-Stretch,220.960,54.244,15.881,6.696
Stretch,1-Stretch,221.160,54.321,15.958,6.397
Stretch,1-Stretch,221.360,54.398,16.035,6.696
Stretch,1-Stretch,221.560,54.475,16.112,6.497
Stretch,1-Stretch,221.760,54.552,16.189,6.497
Stretch,1-Stretch,221.960,54.629,16.266,6.795
Stretch,1-Stretch,222.160,54.705,16.342,6.397
Stretch,1-Stretch,222.360,54.783,16.42,6.596
Stretch,1-Stretch,222.560,54.859,16.496,6.795
Stretch,1-Stretch,222.760,54.936,16.573,6.397
Stretch,1-Stretch,222.960,55.013,16.65,6.696
Stretch,1-Stretch,223.160,55.09,16.727,6.497
Stretch,1-Stretch,223.360,55.167,16.804,6.497
Stretch,1-Stretch,223.560,55.244,16.881,6.696
Stretch,1-Stretch,223.760,55.321,16.958,6.397
Stretch,1-Stretch,223.960,55.397,17.034,6.596
Stretch,1-Stretch,224.160,55.474,17.111,6.795
Stretch,1-Stretch,224.360,55.551,17.188,6.397
Stretch,1-Stretch,224.560,55.628,17.265,6.696
Stretch,1-Stretch,224.760,55.705,17.342,6.497
Stretch,1-Stretch,224.960,55.782,17.419,6.497
Stretch,1-Stretch,225.160,55.859,17.496,6.696
Stretch,1-Stretch,225.360,55.936,17.573,6.397
Stretch,1-Stretch,225.560,56.013,17.65,6.497
Stretch,1-Stretch,225.760,56.089,17.726,6.497
Stretch,1-Stretch,225.960,56.166,17.803,6.397
Stretch,1-Stretch,226.160,56.243,17.88,6.397
Stretch,1-Stretch,226.360,56.32,17.957,6.397
Stretch,1-Stretch,226.560,56.397,18.034,6.397
Stretch,1-Stretch,226.760,56.474,18.111,6.397
Stretch,1-Stretch,226.960,56.551,18.188,6.397
Stretch,1-Stretch,227.160,56.628,18.265,6.397
Stretch,1-Stretch,227.360,56.705,18.342,6.298
Stretch,1-Stretch,227.560,56.781,18.418,5.999
Stretch,1-Stretch,227.760,56.858,18.495,5.999
Stretch,1-Stretch,227.960,56.935,18.572,5.800
Stretch,1-Stretch,228.160,57.012,18.649,5.800
Stretch,1-Stretch,228.360,57.089,18.726,5.999
Stretch,1-Stretch,228.560,57.166,18.803,5.601
Stretch,1-Stretch,228.760,57.242,18.879,5.899
Stretch,1-Stretch,228.960,57.32,18.957,5.800
Stretch,1-Stretch,229.160,57.396,19.033,5.899
Stretch,1-Stretch,229.360,57.473,19.11,5.899
Stretch,1-Stretch,229.560,57.544,19.181,6.198
Stretch,1-Stretch,229.760,57.602,19.239,6.198
Stretch,1-Stretch,229.960,57.678,19.315,5.800
Stretch,1-Stretch,230.160,57.755,19.392,5.800
Stretch,1-Stretch,230.360,57.832,19.469,5.700
Stretch,1-Stretch,230.560,57.909,19.546,5.601
Stretch,1-Stretch,230.760,57.986,19.623,5.601
Stretch,1-Stretch,230.960,58.063,19.7,5.601
Stretch,1-Stretch,231.160,58.139,19.776,5.501
Stretch,1-Stretch,231.360,58.216,19.853,5.501
Stretch,1-Stretch,231.560,58.293,19.93,5.103
Stretch,1-Stretch,231.760,58.37,20.007,5.501
Stretch,1-Stretch,231.960,58.447,20.084,5.203
Stretch,1-Stretch,232.160,58.524,20.161,5.003
Stretch,1-Stretch,232.360,58.601,20.238,4.804
Stretch,1-Stretch,232.560,58.678,20.315,4.804
Stretch,1-Stretch,232.760,58.755,20.392,4.705
Stretch,1-Stretch,232.960,58.831,20.468,4.605
Stretch,1-Stretch,233.160,58.908,20.545,4.406
Stretch,1-Stretch,233.360,58.985,20.622,4.705
Stretch,1-Stretch,233.560,59.062,20.699,4.108
Stretch,1-Stretch,233.760,59.139,20.776,4.008
Stretch,1-Stretch,233.960,59.216,20.853,4.008
Stretch,1-Stretch,234.160,59.293,20.93,4.008
Stretch,1-Stretch,234.360,59.37,21.007,4.008
Stretch,1-Stretch,234.560,59.447,21.084,3.709
Stretch,1-Stretch,234.760,59.523,21.16,3.610
Stretch,1-Stretch,234.960,59.6,21.237,3.212
Stretch,1-Stretch,235.160,59.677,21.314,3.311
Stretch,1-Stretch,235.360,59.754,21.391,3.212
Stretch,1-Stretch,235.560,59.831,21.468,3.112
Stretch,1-Stretch,235.760,59.908,21.545,3.012
Stretch,1-Stretch,235.960,59.984,21.621,2.515
Stretch,1-Stretch,236.160,60.061,21.698,2.515
Stretch,1-Stretch,236.360,60.138,21.775,2.714
Stretch,1-Stretch,236.560,60.215,21.852,2.415
Stretch,1-Stretch,236.760,60.292,21.929,2.415
Stretch,1-Stretch,236.960,60.369,22.006,2.415
Stretch,1-Stretch,237.160,60.446,22.083,2.415
Stretch,1-Stretch,237.360,60.523,22.16,2.216
Stretch,1-Stretch,237.560,60.6,22.237,2.017
Stretch,1-Stretch,237.760,60.676,22.313,2.415
Stretch,1-Stretch,237.960,60.753,22.39,2.316
Stretch,1-Stretch,238.160,60.83,22.467,2.316
Stretch,1-Stretch,238.360,60.907,22.544,2.116
Stretch,1-Stretch,238.560,60.984,22.621,2.017
Stretch,1-Stretch,238.760,61.061,22.698,2.316
Stretch,1-Stretch,238.960,61.137,22.774,1.917
Stretch,1-Stretch,239.160,61.214,22.851,1.917
Stretch,1-Stretch,239.360,61.291,22.928,1.718
Stretch,1-Stretch,239.560,61.368,23.005,1.619
Stretch,1-Stretch,239.760,61.445,23.082,1.619
Stretch,1-Stretch,239.960,61.522,23.159,1.619
Stretch,1-Stretch,240.160,61.599,23.236,1.619
Stretch,1-Stretch,240.360,61.676,23.313,1.519
Stretch,1-Stretch,240.560,61.753,23.39,1.519
Stretch,1-Stretch,240.760,61.829,23.466,1.519
Stretch,1-Stretch,240.960,61.906,23.543,1.420
Stretch,1-Stretch,241.160,61.983,23.62,1.221
Stretch,1-Stretch,241.360,62.06,23.697,1.519
Stretch,1-Stretch,241.560,62.137,23.774,1.320
Stretch,1-Stretch,241.760,62.214,23.851,1.320
Stretch,1-Stretch,241.960,62.291,23.928,1.519
Stretch,1-Stretch,242.160,62.368,24.005,1.221
Stretch,1-Stretch,242.360,62.445,24.082,1.121
Stretch,1-Stretch,242.560,62.521,24.158,1.021
Stretch,1-Stretch,242.760,62.598,24.235,0.822
Stretch,1-Stretch,242.960,62.675,24.312,0.822
Stretch,1-Stretch,243.160,62.752,24.389,0.822
Stretch,1-Stretch,243.360,62.829,24.466,0.822
Stretch,1-Stretch,243.560,62.906,24.543,0.822
Stretch,1-Stretch,243.760,62.982,24.619,0.822
Stretch,1-Stretch,243.960,63.059,24.696,0.822
Stretch,1-Stretch,244.160,63.136,24.773,0.822
Stretch,1-Stretch,244.360,63.213,24.85,0.723
Stretch,1-Stretch,244.560,63.29,24.927,0.822
Stretch,1-Stretch,244.760,63.367,25.004,0.623
Stretch,1-Stretch,244.960,63.444,25.081,0.723
Stretch,1-Stretch,245.160,63.521,25.158,0.723
Stretch,1-Stretch,245.360,63.598,25.235,0.424
Stretch,1-Stretch,245.560,63.674,25.311,0.623
Stretch,1-Stretch,245.760,63.751,25.388,0.623
Stretch,1-Stretch,245.960,63.828,25.465,0.325
Stretch,1-Stretch,246.160,63.905,25.542,0.723
Stretch,1-Stretch,246.360,63.982,25.619,0.524
Stretch,1-Stretch,246.560,64.059,25.696,0.424
Stretch,1-Stretch,246.760,64.136,25.773,0.723
Stretch,1-Stretch,246.960,64.212,25.849,0.524
Stretch,1-Stretch,247.160,64.289,25.926,0.723
Stretch,1-Stretch,247.360,64.366,26.003,0.623
Stretch,1-Stretch,247.560,64.443,26.08,0.325
Stretch,1-Stretch,247.760,64.52,26.157,0.723
Stretch,1-Stretch,247.960,64.597,26.234,0.524
Stretch,1-Stretch,248.160,64.674,26.311,0.524
Stretch,1-Stretch,248.360,64.751,26.388,0.424
Stretch,1-Stretch,248.560,64.828,26.465,0.325
Stretch,1-Stretch,248.760,64.904,26.541,0.125
Stretch,1-Stretch,248.960,64.981,26.618,0.125
Stretch,1-Stretch,249.160,65.058,26.695,0.424
Stretch,1-Stretch,249.360,65.135,26.772,0.026
Stretch,1-Stretch,249.560,65.212,26.849,0.225
Stretch,1-Stretch,249.760,65.289,26.926,0.325
Stretch,1-Stretch,249.960,65.366,27.003,0.026
Stretch,1-Stretch,250.160,65.443,27.08,0.325
Stretch,1-Stretch,250.360,65.52,27.157,0.125
Stretch,1-Stretch,250.560,65.596,27.233,0.125
Stretch,1-Stretch,250.760,65.673,27.31,0.225
Stretch,1-Stretch,250.960,65.75,27.387,0.026
Stretch,1-Stretch,251.160,65.827,27.464,0.125
Stretch,1-Stretch,251.360,65.904,27.541,0.026
Stretch,1-Stretch,251.560,65.981,27.618,0.026
Stretch,1-Stretch,251.760,66.057,27.694,0.026
Stretch,1-Stretch,251.960,66.134,27.771,0.026
Stretch,1-Stretch,252.160,66.211,27.848,0.026
Stretch,1-Stretch,252.360,66.288,27.925,0.026
Stretch,1-Stretch,252.560,66.365,28.002,0.026
Stretch,1-Stretch,252.760,66.442,28.079,0.026
Stretch,1-Stretch,252.960,66.519,28.156,-0.074
Stretch,1-Stretch,253.160,66.596,28.233,0.026
Stretch,1-Stretch,253.360,66.673,28.31,0.026
Stretch,1-Stretch,253.560,66.749,28.386,-0.074
Stretch,1-Stretch,253.760,66.826,28.463,0.026
Stretch,1-Stretch,253.960,66.903,28.54,0.026
Stretch,1-Stretch,254.160,66.98,28.617,0.026
Stretch,1-Stretch,254.360,67.057,28.694,0.026
Stretch,1-Stretch,254.560,67.133,28.77,-0.074
Stretch,1-Stretch,254.760,67.185,28.822,0.026
Stretch,1-Stretch,254.960,67.262,28.899,0.026
Stretch,1-Stretch,255.160,67.339,28.976,0.026
Stretch,1-Stretch,255.360,67.416,29.053,0.026
Stretch,1-Stretch,255.560,67.493,29.13,0.026
Stretch,1-Stretch,255.760,67.57,29.207,0.026
Stretch,1-Stretch,255.960,67.647,29.284,0.026
Stretch,1-Stretch,256.160,67.724,29.361,-0.074
Stretch,1-Stretch,256.360,67.8,29.437,0.026
Stretch,1-Stretch,256.560,67.877,29.514,0.026
Stretch,1-Stretch,256.760,67.954,29.591,0.026
Stretch,1-Stretch,256.960,68.031,29.668,0.026
Stretch,1-Stretch,257.160,68.108,29.745,-0.074
Stretch,1-Stretch,257.360,68.185,29.822,0.026
Stretch,1-Stretch,257.560,68.262,29.899,0.026
Stretch,1-Stretch,257.760,68.338,29.975,0.026
Stretch,1-Stretch,257.960,68.415,30.052,0.026
Stretch,1-Stretch,258.160,68.492,30.129,0.026
Stretch,1-Stretch,258.360,68.569,30.206,0.026
Stretch,1-Stretch,258.560,68.646,30.283,0.026
Stretch,1-Stretch,258.760,68.723,30.36,-0.074
Stretch,1-Stretch,258.960,68.8,30.437,0.026
Stretch,1-Stretch,259.160,68.877,30.514,0.026
Stretch,1-Stretch,259.360,68.954,30.591,-0.173
Stretch,1-Stretch,259.560,69.03,30.667,0.026
Stretch,1-Stretch,259.760,69.107,30.744,0.026
Stretch,1-Stretch,259.960,69.184,30.821,0.026
Stretch,1-Stretch,260.160,69.261,30.898,0.026
Stretch,1-Stretch,260.360,69.338,30.975,0.026
Stretch,1-Stretch,260.560,69.415,31.052,0.026
Stretch,1-Stretch,260.760,69.492,31.129,0.026
Stretch,1-Stretch,260.960,69.569,31.206,0.026
Stretch,1-Stretch,261.160,69.646,31.283,0.026
Stretch,1-Stretch,261.360,69.722,31.359,0.026
Stretch,1-Stretch,261.560,69.799,31.436,0.026
Stretch,1-Stretch,261.760,69.876,31.513,0.026
Stretch,1-Stretch,261.960,69.953,31.59,-0.074
Stretch,1-Stretch,262.160,70.03,31.667,0.026
Stretch,1-Stretch,262.360,70.107,31.744,0.026
Stretch,1-Stretch,262.560,70.184,31.821,0.026
Stretch,1-Stretch,262.760,70.261,31.898,0.026
Stretch,1-Stretch,262.960,70.338,31.975,0.026
Stretch,1-Stretch,263.160,70.414,32.051,-0.074
Stretch,1-Stretch,263.360,70.491,32.128,0.026
Stretch,1-Stretch,263.560,70.568,32.205,0.026
Stretch,1-Stretch,263.760,70.645,32.282,0.026
Stretch,1-Stretch,263.960,70.722,32.359,0.026
Stretch,1-Stretch,264.160,70.799,32.436,0.026
Stretch,1-Stretch,264.360,70.876,32.513,0.026
Stretch,1-Stretch,264.560,70.953,32.59,0.026
Stretch,1-Stretch,264.760,71.03,32.667,0.026
Stretch,1-Stretch,264.960,71.106,32.743,0.026
Stretch,1-Stretch,265.160,71.183,32.82,0.026
Stretch,1-Stretch,265.360,71.26,32.897,0.026
Stretch,1-Stretch,265.560,71.337,32.974,0.026
Stretch,1-Stretch,265.760,71.414,33.051,-0.074
Stretch,1-Stretch,265.960,71.491,33.128,0.026
Stretch,1-Stretch,266.160,71.568,33.205,0.026
Stretch,1-Stretch,266.360,71.645,33.282,0.026
Stretch,1-Stretch,266.560,71.722,33.359,0.026
Stretch,1-Stretch,266.760,71.798,33.435,0.026
Stretch,1-Stretch,266.960,71.875,33.512,0.026
Stretch,1-Stretch,267.160,71.952,33.589,0.026
Stretch,1-Stretch,267.360,72.029,33.666,-0.074
Stretch,1-Stretch,267.560,72.106,33.743,0.026
Stretch,1-Stretch,267.760,72.183,33.82,0.026
Stretch,1-Stretch,267.960,72.26,33.897,0.026
Stretch,1-Stretch,268.160,72.337,33.974,0.026
Stretch,1-Stretch,268.360,72.414,34.051,0.026
Stretch,1-Stretch,268.560,72.49,34.127,0.026
Stretch,1-Stretch,268.760,72.567,34.204,0.026
Stretch,1-Stretch,268.960,72.644,34.281,-0.074
Stretch,1-Stretch,269.160,72.721,34.358,0.026
Stretch,1-Stretch,269.360,72.798,34.435,0.026
Stretch,1-Stretch,269.560,72.875,34.512,0.026
Stretch,1-Stretch,269.760,72.951,34.588,0.026
Stretch,1-Stretch,269.960,73.028,34.665,0.026
Stretch,1-Stretch,270.160,73.105,34.742,0.026
Stretch,1-Stretch,270.360,73.182,34.819,0.026
Stretch,1-Stretch,270.560,73.259,34.896,-0.074
Stretch,1-Stretch,270.760,73.336,34.973,0.026
Stretch,1-Stretch,270.960,73.413,35.05,0.026
Stretch,1-Stretch,271.160,73.49,35.127,0.026
Stretch,1-Stretch,271.360,73.567,35.204,0.026
Stretch,1-Stretch,271.560,73.643,35.28,-0.074
Stretch,1-Stretch,271.760,73.72,35.357,0.026
Stretch,1-Stretch,271.960,73.797,35.434,0.026
Stretch,1-Stretch,272.160,73.874,35.511,-0.074
Stretch,1-Stretch,272.360,73.951,35.588,0.026
Stretch,1-Stretch,272.560,74.028,35.665,0.026
Stretch,1-Stretch,272.760,74.105,35.742,-0.074
Stretch,1-Stretch,272.960,74.182,35.819,0.026
Stretch,1-Stretch,273.160,74.259,35.896,0.026
Stretch,1-Stretch,273.360,74.335,35.972,0.026
Stretch,1-Stretch,273.560,74.412,36.049,0.026
Stretch,1-Stretch,273.760,74.489,36.126,0.026
Stretch,1-Stretch,273.960,74.566,36.203,0.026
Stretch,1-Stretch,274.160,74.643,36.28,0.026
Stretch,1-Stretch,274.360,74.72,36.357,0.026
Stretch,1-Stretch,274.560,74.797,36.434,0.026
Stretch,1-Stretch,274.760,74.874,36.511,0.026
Stretch,1-Stretch,274.960,74.951,36.588,0.026
Stretch,1-Stretch,275.160,75.027,36.664,0.026
Stretch,1-Stretch,275.360,75.104,36.741,-0.074
Stretch,1-Stretch,275.560,75.181,36.818,0.026
Stretch,1-Stretch,275.760,75.258,36.895,0.026
Stretch,1-Stretch,275.960,75.335,36.972,0.026
Stretch,1-Stretch,276.160,75.412,37.049,0.026
Stretch,1-Stretch,276.360,75.489,37.126,0.026
Stretch,1-Stretch,276.560,75.566,37.203,0.026
Stretch,1-Stretch,276.760,75.643,37.28,0.026
Stretch,1-Stretch,276.960,75.719,37.356,0.026
Stretch,1-Stretch,277.160,75.796,37.433,0.026
Stretch,1-Stretch,277.360,75.873,37.51,0.026
Stretch,1-Stretch,277.560,75.95,37.587,0.026
Stretch,1-Stretch,277.760,76.027,37.664,0.026
Stretch,1-Stretch,277.960,76.104,37.741,-0.074
Stretch,1-Stretch,278.160,76.181,37.818,0.026
Stretch,1-Stretch,278.360,76.258,37.895,0.026
Stretch,1-Stretch,278.560,76.335,37.972,0.026
Stretch,1-Stretch,278.760,76.412,38.049,0.026
Stretch,1-Stretch,278.960,76.488,38.125,0.026
Stretch,1-Stretch,279.160,76.565,38.202,0.026
Stretch,1-Stretch,279.360,76.642,38.279,0.026
Stretch,1-Stretch,279.560,76.719,38.356,0.026
